title,url,title_length,word_count
The IndiaâRussia arms equation | In Pics,https://www.moneycontrol.com/news/india/the-india-russia-arms-equation-in-pics-13709306.html,42,7
"Pause in repo rate would be an appropriate decision by MPC, says SBI Chairman",https://www.moneycontrol.com/banking/pause-in-repo-rate-would-be-an-appropriate-decision-by-mpc-says-sbi-chairman-article-13939313.html,77,14
Anthropic offers Mythos access to organisations in India and other countries,https://www.moneycontrol.com/artificial-intelligence/anthropic-expands-mythos-access-to-150-organisations-across-15-countries-article-13939004.html,76,11
India's tyre exports defy Trump tariffs to hit a record high in FY26,https://www.moneycontrol.com/automobile/india-s-tyre-exports-defy-trump-tariffs-to-hit-a-record-high-in-fy26-article-13940013.html,68,13
UAE beats Saudi to emerge India's second-largest crude supplier in May,https://www.moneycontrol.com/news/india/uae-beats-saudi-to-emerge-india-s-second-largest-crude-supplier-in-may-13939682.html,70,11
"At Rs 400 crore every trading hour, FII secondary market selling in 2026 so far runs at twice the 2025 pace",https://www.moneycontrol.com/news/business/earnings/at-rs-400-crore-every-trading-hour-fii-secondary-market-selling-in-2026-so-far-runs-at-twice-the-2025-pace-13938984.html,107,21
AI is splitting Dalal Street on IT stocks â and nobody knows who wins yet,https://www.moneycontrol.com/news/business/markets/ai-is-splitting-dalal-street-on-it-stocks-and-nobody-knows-who-wins-yet-13939810.html,75,15
"AI startup funding falls 10% to $725 million in Jan-May as investors shift to smaller, early-stage bets",https://www.moneycontrol.com/news/business/funding/ai-startup-funding-falls-10-to-725-million-in-jan-may-as-investors-shift-to-smaller-early-stage-bets-13939218.html,103,17
Why more companies are choosing SEBI's confidential IPO filing route,https://www.moneycontrol.com/news/business/markets/why-more-companies-are-choosing-sebi-s-confidential-ipo-filing-route-13939224.html,68,10
Government wants AI to write tenders and check them for compliance too,https://www.moneycontrol.com/artificial-intelligence/government-wants-ai-to-write-tenders-and-check-them-for-compliance-too-article-13939324.html,70,12
"Bengaluru leads India's bus travel boom as more women, Gen Z hit the road",https://www.moneycontrol.com/travel/bengaluru-leads-india-s-bus-travel-boom-as-more-women-gen-z-hit-the-road-article-13939327.html,73,14
Book Extract | Chinaâs Wars: The Politics And Diplomacy Behind Its Military Coercion,https://www.moneycontrol.com/books/book-extract-china-s-wars-the-politics-and-diplomacy-behind-its-military-coercion-article-13940250.html,86,13
"'Doctors in Mumbai have BMW, Mercedes, Audi': IIT grad laid off from big tech backs MBBS as safest career",https://www.moneycontrol.com/news/trends/doctors-in-mumbai-have-bmw-mercedes-audi-iit-grad-laid-off-from-big-tech-backs-mbbs-as-safest-career-13940434.html,105,19
"Gujarat tourists perform garba at landslide site, trigger backlash: 'Money can't buy class'",https://www.moneycontrol.com/news/trends/gujarat-tourists-perform-garba-at-landslide-site-trigger-backlash-money-can-t-buy-class-13940450.html,91,13
"Long hours, hidden rules, no job satisfaction: Indian woman shares brutal reality of working in South Korea",https://www.moneycontrol.com/news/trends/long-hours-hidden-rules-no-job-satisfaction-indian-woman-shares-brutal-reality-of-working-in-south-korea-13940493.html,107,17
"When Aamir Khan opened up about his future plans with Gauri Spratt: ""We are really serious about each other...""",https://www.moneycontrol.com/entertainment/when-aamir-khan-opened-up-about-his-future-plans-with-gauri-spratt-we-are-really-serious-about-each-other-article-13940364.html,111,19
Meet Kovid Boob: JEE Advanced 2026 SC category topper from Nagpur who secured AIR 82 after 3 years of preparation,https://www.moneycontrol.com/education/meet-kovid-boob-jee-advanced-2026-sc-category-topper-from-nagpur-who-secured-air-82-after-3-years-of-preparation-article-13939755.html,113,20
"Re-NEET Question Paper for Rs 50,000? Telegram channels claim to sell 'Re-NEET' test paper, cybercrime complaint filed in Ahmedabad",https://www.moneycontrol.com/education/re-neet-question-paper-for-rs-50-000-telegram-channels-claim-to-sell-re-neet-test-paper-cybercrime-complaint-filed-in-ahmedabad-article-13939972.html,131,19
'Edison of India': Meet GD Naidu â a school dropout who built India's first electric motor in 1930,https://www.moneycontrol.com/education/edison-of-india-meet-gd-naidu-a-school-dropout-who-built-india-s-first-electric-motor-in-1930-article-13940148.html,100,18
"Meet the 'Potato Patch': A giant 1,800-year-old coral in Lakshadweep is size of a football-field",https://www.moneycontrol.com/science/meet-the-potato-patch-a-giant-1-800-year-old-coral-in-lakshadweep-is-size-of-a-football-field-article-13939452.html,96,15
"Vibhuvana Sankashti Chaturthi 2026: Is this event on June 3 or June 4? Correct vrat date, moonrise time and shubh muhurat",https://www.moneycontrol.com/religion/vibhuvana-sankashti-chaturthi-2026-is-this-event-on-june-3-or-june-4-correct-vrat-date-moonrise-time-and-shubh-muhurat-article-13939557.html,121,21
"Zohoâs Sridhar Vembu outlines Karuviâs strategy against Chinese power tool imports; says âMatching global quality was...""",https://www.moneycontrol.com/technology/zoho-s-sridhar-vembu-outlines-karuvi-s-strategy-against-chinese-power-tool-imports-says-matching-global-quality-was-article-13939279.html,127,16
"Apple iPhone 16 price drops to Rs 40,041 in Croma Apple sale; buyers will also get an free Apple charger worth Rs 2,190",https://www.moneycontrol.com/technology/apple-iphone-16-price-drops-to-rs-40-041-in-croma-apple-sale-buyers-will-also-get-an-free-apple-charger-worth-rs-2-190-article-13938746.html,119,23
"7 best hill stations to visit this summer for peace, cool breeze and zero chaos",https://www.moneycontrol.com/lifestyle/7-best-hill-stations-to-visit-this-summer-for-peace-cool-breeze-and-zero-chaos-article-13938210.html,79,15
"Your kitchen sponge is quietly releasing microplastics in your dishes, study finds",https://www.moneycontrol.com/health-and-fitness/your-kitchen-sponge-is-quietly-releasing-microplastics-in-your-dishes-study-finds-article-13938237.html,82,12
"This is the best breakfast for weight loss, according to a gut doctor",https://www.moneycontrol.com/health-and-fitness/this-is-the-best-breakfast-for-weight-loss-according-to-a-gut-doctor-article-13937702.html,69,13
Sensex,https://www.moneycontrol.com/news/business/markets/sensex-today-stock-market-live-updates-nifty50-share-price-crude-fii-gift-nifty-rupee-latest-updates-03-06-2026-liveblog-13939139.html,6,1
US tariffs on India,https://www.moneycontrol.com/world/us-proposes-up-to-12-5-tariff-on-india-59-other-economies-over-forced-labour-article-13939235.html,19,4
IT shares crash,https://www.moneycontrol.com/news/business/markets/it-index-crashes-3-5-snaps-3-day-rally-amid-profit-booking-tcs-techm-infy-fall-up-to-6-13939287.html,15,3
Ananya Birla,https://www.moneycontrol.com/lifestyle/fashion/ananya-birla-wears-blazers-80-of-the-time-the-one-styling-trick-that-makes-it-never-look-boring-article-13939453.html,12,2
DK Shivakumar,https://www.moneycontrol.com/news/india/dk-shivakumar-to-take-oath-as-karnataka-cm-today-state-set-for-leadership-transition-13939194.html,13,2
Ask the Xpert,https://www.moneycontrol.com/pro-live-advisor/,13,3
My Alerts,https://www.moneycontrol.com/my-alerts?utm_source=market_action&utm_medium=web&utm_campaign=my_feed_cta,9,2
My Alerts,https://www.moneycontrol.com/my-alerts?utm_source=market_action&utm_medium=wap&utm_campaign=my_feed_cta,9,2
NIFTY 50,https://www.moneycontrol.com/indian-indices/cnx-nifty-9.html,8,2
1 day,#mac1d,5,2
Advance / Decline (NSE),https://www.moneycontrol.com/stocksmarketsindia/heat-map-advance-decline-ratio-nse-bse,23,4
Nasdaq,https://www.moneycontrol.com/live-index/nasdaq,6,1
FTSE,https://www.moneycontrol.com/live-market/ftse,4,1
India,#inBN,5,1
United States,#usM,13,2
TCS,https://www.moneycontrol.com/india/stockpricequote/computers-software/tataconsultancyservices/TCS,3,1
SBI,https://www.moneycontrol.com/india/stockpricequote/banks-public-sector/statebankindia/SBI,3,1
Reliance,https://www.moneycontrol.com/india/stockpricequote/refineries/relianceindustries/RI,8,1
Apollo Hospital,https://www.moneycontrol.com/india/stockpricequote/hospitals-medical-services/apollohospitalsenterprises/AHE,15,2
TMPV,https://www.moneycontrol.com/india/stockpricequote/automobile-passenger-cars/tatamotorspassengervehicles/TM03,4,1
Max Healthcare,https://www.moneycontrol.com/india/stockpricequote/hospital-healthcare-services/maxhealthcareinstitute/MHI,14,2
ICICI Bank,https://www.moneycontrol.com/india/stockpricequote/banks-private-sector/icicibank/ICI02,10,2
Trent,https://www.moneycontrol.com/india/stockpricequote/retail/trent/T04,5,1
Interglobe Avi,https://www.moneycontrol.com/india/stockpricequote/transport-logistics/interglobeaviation/IA04,14,2
Power Grid Corp,https://www.moneycontrol.com/india/stockpricequote/power-generation-distribution/powergridcorporationindia/PGC,15,3
Tech Mahindra,https://www.moneycontrol.com/india/stockpricequote/computers-software/techmahindra/TM4,13,2
HCL Tech,https://www.moneycontrol.com/india/stockpricequote/computers-software/hcltechnologies/HCL02,8,2
Wipro,https://www.moneycontrol.com/india/stockpricequote/computers-software/wipro/W,5,1
ITC,https://www.moneycontrol.com/india/stockpricequote/diversified/itc/ITC,3,1
Hourly Gainers,https://www.moneycontrol.com/stocks/marketstats/hourly_gain/bse/curr_hour/index.php,14,2
Hourly Losers,https://www.moneycontrol.com/stocks/marketstats/hourly_loss/bse/curr_hour/index.php,13,2
Volume Shockers,https://www.moneycontrol.com/stocks/market-stats/volume-shockers-bse/,15,2
Price Shockers,https://www.moneycontrol.com/stocks/market-stats/price-shockers-bse/,14,2
F&O Top Gainers,https://www.moneycontrol.com/stocks/fno/marketstats/futures/gainers/homebody.php?opttopic=&optinst=allfut&sel_mth=all&sort_order=0,15,3
F&O Top Losers,https://www.moneycontrol.com/stocks/fno/marketstats/futures/losers/homebody.php?opttopic=&optinst=allfut&sel_mth=all&sort_order=0,14,3
Sector Scan,https://www.moneycontrol.com/stocks/marketstats/sector-scan/bse/today.html,11,2
Delivery Stats,https://www.moneycontrol.com/india/stockmarket/stock-deliverables/marketstatistics/bse/abrasives.html,14,2
Data Bank,https://www.moneycontrol.com/stocks/data-bank/standalone/auto-2-3-wheelers.html,9,2
Top Gainers,https://www.moneycontrol.com/us-markets/market-movers/top-gainers?index=Dow%20jones,11,2
Walmart,https://www.moneycontrol.com/us-markets/stockpricequote/walmart/WMT,7,1
Intel,https://www.moneycontrol.com/us-markets/stockpricequote/intel/INTC,5,1
Amgen,https://www.moneycontrol.com/us-markets/stockpricequote/amgen/AMGN,5,1
Chevron,https://www.moneycontrol.com/us-markets/stockpricequote/chevron/CVX,7,1
UnitedHealth,https://www.moneycontrol.com/us-markets/stockpricequote/unitedhealth/UNH,12,1
Top Losers,https://www.moneycontrol.com/us-markets/market-movers/top-losers?index=Dow%20jones,10,2
IBM,https://www.moneycontrol.com/us-markets/stockpricequote/ibm/IBM,3,1
Salesforce.com,https://www.moneycontrol.com/us-markets/stockpricequote/salesforcecom/CRM,14,1
Microsoft,https://www.moneycontrol.com/us-markets/stockpricequote/microsoft/MSFT,9,1
Nvidia,https://www.moneycontrol.com/us-markets/stockpricequote/nvidia/NVDA,6,1
Amazon,https://www.moneycontrol.com/us-markets/stockpricequote/amazon/AMZN,6,1
Top Companies,https://www.moneycontrol.com/us-markets/market-movers/top-companies-by-market-cap?index=Dow%20jones,13,2
Apple Inc,https://www.moneycontrol.com/us-markets/stockpricequote/appleinc/AAPL,9,2
HDFC Flexi Cap Fund - Direct Plan - (G),http://pubads.g.doubleclick.net/gampad/clk?id=7232791411&iu=/1039154/Moneycontrol/MC_Click_Tracker,39,9
Motilal Oswal Midcap Fund - Direct Plan (G),https://pubads.g.doubleclick.net/gampad/clk?id=6372401001&iu=/1039154/Moneycontrol/MC_Click_Tracker,43,8
Motilal Oswal Small Cap Fund - Direct Plan - Growth,https://pubads.g.doubleclick.net/gampad/clk?id=7136984791&iu=/1039154/Moneycontrol/MC_Click_Tracker,51,10
UTI Small Cap Fund - Regular Plan - (G),https://pubads.g.doubleclick.net/gampad/clk?id=7278450473&iu=/1039154/Moneycontrol/MC_Click_Tracker,39,9
HDFC Small Cap Fund - Direct Plan (G),https://pubads.g.doubleclick.net/gampad/clk?id=7230567519&iu=/1039154/Moneycontrol/MC_Click_Tracker,37,8
MCX,#keymactb1,3,1
NCDEX,#keymactb2,5,1
Gold-Jun 05,https://www.moneycontrol.com/commodity/mcx-gold-price?type=futures&exp=2026-06-05,11,2
Silver-Jul 03,https://www.moneycontrol.com/commodity/mcx-silver-price?type=futures&exp=2026-07-03,13,2
Crudeoil-Jun 18,https://www.moneycontrol.com/commodity/mcx-crudeoil-price?type=futures&exp=2026-06-18,15,2
Naturalgas-Jun 25,https://www.moneycontrol.com/commodity/mcx-naturalgas-price?type=futures&exp=2026-06-25,17,2
USDINR - Jun 25,https://www.moneycontrol.com/currency/bse-usdinr-price.html#25JUN2026,15,4
EURINR - Jun 25,https://www.moneycontrol.com/currency/bse-eurinr-price.html#25JUN2026,15,4
JPYINR - Jun 25,https://www.moneycontrol.com/currency/bse-jpyinr-price.html#25JUN2026,15,4
GBPINR - Jun 25,https://www.moneycontrol.com/currency/bse-gbpinr-price.html#25JUN2026,15,4
SAMMAAN CAPITAL LIMITED,https://www.moneycontrol.com/bonds/corporate-bonds/9-2-sammaan-capital-limited-01-aug-2032/INE148I07XN4,23,3
SAMMAAN CAPITAL LIMITED,https://www.moneycontrol.com/bonds/corporate-bonds/10-03-sammaan-capital-limited-27-dec-2031/INE148I07VA5,23,3
NATIONAL BANK FOR FINANCING INFRASTRUCTURE AND DEVELOPMENT,https://www.moneycontrol.com/bonds/corporate-bonds/7-74-national-bank-for-financing-infrastructure-development-14-may-2036/INE0KUG08134,58,7
More News,#mob-keynwstb1,9,2
Recent News,#mob-keynwstb2,11,2
"Kriti Sanon shares BTS moment with Shahid Kapoor, Rashmika Mandanna from Cocktail 2 set: '3 kids with dreams in their eyes'",https://www.moneycontrol.com/entertainment/kriti-sanon-shares-bts-moment-with-shahid-kapoor-rashmika-mandanna-from-cocktail-2-set-3-kids-with-dreams-in-their-eyes-article-13940509.html,123,21
When Shruti Haasan went to school with a fake name and how friends never knew who she was,https://www.moneycontrol.com/entertainment/when-shruti-haasan-went-to-school-with-a-fake-name-and-how-friends-never-knew-who-she-was-article-13940471.html,89,18
Akshay Kumar pens heartfelt birthday note for Welcome To The Jungle director Ahmed Khan: 'May this film become the biggest gift of your career',https://www.moneycontrol.com/entertainment/akshay-kumar-pens-heartfelt-birthday-note-for-welcome-to-the-jungle-director-ahmed-khan-may-this-film-become-the-biggest-gift-of-your-career-article-13940496.html,143,24
Sonakshi Sinha shares glimpses of her birthday celebration in UK with husband Zaheer Iqbal,https://www.moneycontrol.com/entertainment/sonakshi-sinha-shares-glimpses-of-her-birthday-celebration-in-uk-with-husband-zaheer-iqbal-article-13940478.html,90,14
Aamir khan,https://www.moneycontrol.com/entertainment/why-aamir-khan-divorced-his-two-wives-reena-dutta-and-kiran-rao-actor-set-to-marry-with-girlfriend-gauri-spratt-on-july-5-article-13940272.html,10,2
"Jana Nayagan
",https://www.moneycontrol.com/entertainment/jana-nayagan-to-miss-june-18-release-cbfc-and-distribution-issues-put-vijay-s-film-on-hold-indefinitely-article-13940224.html,13,2
"Neetu kapoor

",https://www.moneycontrol.com/entertainment/neetu-kapoor-calls-kapil-sharma-amazing-human-praises-his-performance-in-daadi-ki-shaadi-he-has-done-a-very-good-job-article-13940254.html,14,2
Jacqueline fernandez,https://www.moneycontrol.com/entertainment/jacqueline-fernandez-appears-before-delhi-court-linked-to-sukesh-chandrashekhar-in-rs-200-crore-money-laundering-case-article-13940243.html,20,2
"lagaan 
",https://www.moneycontrol.com/entertainment/aamir-khan-s-lagaan-to-re-release-in-theatres-to-mark-its-25th-anniversary-article-13940282.html,8,1
B K Hariprasad new Karnataka Congress chief,https://www.moneycontrol.com/news/india/b-k-hariprasad-new-karnataka-congress-chief-13940462.html,43,7
Major boost to India's air defence with fourth Sudarshan S-400 squadron from Russia,https://www.moneycontrol.com/news/india/major-boost-to-india-s-air-defence-with-fourth-sudarshan-s-400-squadron-from-russia-13940480.html,83,13
DK Shivakumar swearing in live,https://www.moneycontrol.com/news/india/karnataka-cm-dk-shivakumar-oath-swearing-in-ceremony-live-updates-karnataka-cabinet-ministers-list-liveblog-13939165.html,30,5
"Mamata Banerjee
",https://www.moneycontrol.com/news/india/suvendu-is-like-my-dada-mamata-banerjee-s-estranged-brother-babun-slams-tmc-hints-at-bjp-shift-13939170.html,16,2
"Nishikant Dubey


",https://www.moneycontrol.com/news/india/nishikant-dubey-hits-out-at-congress-says-nehru-gandhi-family-deserves-the-titles-of-traitor-deceiver-13939370.html,18,2
"G Parameshwara
",https://www.moneycontrol.com/news/india/parameshwara-all-set-to-be-deputy-cm-of-karnataka-13939805.html,15,2
"A babyâs gut health before age 1 shapes future autism and ADHD risk, finds study",https://www.moneycontrol.com/health-and-fitness/a-baby-s-gut-health-before-age-1-shapes-future-autism-and-adhd-risk-finds-study-article-13940404.html,82,15
OPINION | The Rising Cost of Healthcare: Why predictability in medical inflationÂ matters for health insuranceÂ ,https://www.moneycontrol.com/news/opinion/the-rising-cost-of-healthcare-why-predictability-in-medical-inflation-matters-for-health-insurance-13940322.html,112,16
Living with prediabetes? Research finds eating almonds can help boost memory and control blood sugar,https://www.moneycontrol.com/health-and-fitness/living-with-prediabetes-research-finds-eating-almonds-can-help-boost-memory-and-control-blood-sugar-article-13939705.html,100,15
What is the right way to check your BP at home? 7 common mistakes to avoid,https://www.moneycontrol.com/health-and-fitness/what-is-the-right-way-to-check-your-bp-at-home-7-common-mistakes-to-avoid-article-13939406.html,74,16
30-minute power walk vs 10 squats: Which one is more effective? Longevity expert Bryan Johnson weighs in,https://www.moneycontrol.com/health-and-fitness/30-minute-power-walk-vs-10-squats-which-one-is-more-effective-longevity-expert-bryan-johnson-weighs-in-article-13939311.html,104,17
5 clever ways to reuse cooking oil rather than throwing it away,https://www.moneycontrol.com/health-and-fitness/5-clever-ways-to-reuse-cooking-oil-rather-than-throwing-it-away-article-13938736.html,63,12
"4 muscles that predict how you age, doctor reveals a test cheat sheet to assess your fitness",https://www.moneycontrol.com/health-and-fitness/4-muscles-that-predict-how-you-age-doctor-reveals-a-test-cheat-sheet-to-assess-your-fitness-article-13938707.html,92,17
Belly fat,https://www.moneycontrol.com/health-and-fitness/what-is-the-best-exercise-for-a-flat-stomach-doctor-reveals-it-s-not-crunches-or-sit-ups-article-13938341.html,9,2
Gut problems,https://www.moneycontrol.com/health-and-fitness/late-night-snacking-is-one-of-the-biggest-culprits-for-gut-problems-warns-gastroenterologist-article-13938302.html,12,2
"Forget Goa, Manali, visit these 9 destinations this summer to truly unwind and feel refreshed",https://www.moneycontrol.com/lifestyle/forget-goa-manali-visit-these-9-destinations-this-summer-to-truly-unwind-and-feel-refreshed-article-13940396.html,93,15
"Most expensive watches sported by celebs during IPL, from Anushka Sharmaâs Cartier to SRKâs Patek Philippe, more",https://www.moneycontrol.com/lifestyle/fashion/most-expensive-watches-sported-by-celebs-during-ipl-from-anushka-sharma-s-cartier-to-srk-s-patek-philippe-more-article-13939785.html,116,17
'Stop over-scheduling childhood': Educationist reveals the one thing kids actually need to be future-ready,https://www.moneycontrol.com/lifestyle/stop-over-scheduling-childhood-educationist-reveals-the-one-thing-kids-actually-need-to-be-future-ready-article-13939563.html,106,14
Virat Kohli and Anushka Sharma's ultra-luxurious Alibaug holiday home blends nature with stunning design,https://www.moneycontrol.com/lifestyle/virat-kohli-and-anushka-sharma-s-ultra-luxurious-alibaug-holiday-home-blends-nature-with-stunning-design-article-13939283.html,104,14
"Quote of the day by Nikhil Kamath: 'Whoever is adding drama, write their name down and just eliminate...'",https://www.moneycontrol.com/lifestyle/quote-of-the-day-by-nikhil-kamath-whoever-is-adding-drama-write-their-name-down-and-just-eliminate-article-13938800.html,105,18
Scared of lizards and pests in your home? 10 home remedies to try to keep them away,https://www.moneycontrol.com/lifestyle/home-garden/scared-of-lizards-and-pests-in-your-home-10-home-remedies-to-try-to-keep-them-away-article-13938762.html,83,17
Katrina Kaif ,https://www.moneycontrol.com/lifestyle/beauty/katrina-kaif-flaunts-long-and-shiny-hair-in-her-latest-instagram-post-her-mother-in-laws-homemade-oil-recipe-goes-viral-article-13938672.html,13,2
"Maharana Pratap
",https://www.moneycontrol.com/lifestyle/quote-of-the-day-by-maharana-pratap-defeat-comes-only-when-you-accept-it-article-13935360.html,16,2
African Proverb of the Day: 'A child's lie is like a dead fish in a pond that...'- A lesson on dishonesty and trust,https://www.moneycontrol.com/education/african-proverb-of-the-day-a-child-s-lie-is-like-a-dead-fish-in-a-pond-that-a-lesson-on-dishonesty-and-trust-article-13940344.html,115,23
"Quote of the day by ancient philosopher, Confucius: 'Everything has beauty, but not everyone...'",https://www.moneycontrol.com/education/quote-of-the-day-by-ancient-philosopher-confucius-everything-has-beauty-but-not-everyone-article-13940271.html,96,14
NIFT Result 2026 Stage 2 declared at exams.nta.nic.in; direct link here to check scorecards,https://www.moneycontrol.com/education/nift-result-2026-stage-2-declared-at-exams-nta-nic-in-direct-link-here-to-check-scorecards-article-13940260.html,91,14
"Quote of the day by German-Russian journalist, Richard Sorge: 'This most difficult, daring, and noble ideology...'",https://www.moneycontrol.com/education/quote-of-the-day-by-german-russian-journalist-richard-sorge-this-most-difficult-daring-and-noble-ideology-article-13940238.html,114,16
"French Proverb Of The Day: 'You have to break the shell to get...'â Timeless lessons on hard work, perseverance and achieving success",https://www.moneycontrol.com/education/french-proverb-of-the-day-you-have-to-break-the-shell-to-get-timeless-lessons-on-hard-work-perseverance-and-achieving-success-article-13940216.html,135,22
"Quote of the day by Ernest Hemingway: 'When people talk, listen completely. Most...'",https://www.moneycontrol.com/education/quote-of-the-day-by-ernest-hemingway-when-people-talk-listen-completely-most-article-13940111.html,84,13
CBSE New Chairman,https://www.moneycontrol.com/education/cbse-chairman-change-ias-rahul-singh-out-and-ias-lokhande-prashant-sitaram-in-all-about-the-outgoing-and-incoming-chiefs-article-13939584.html,17,3
JEE Advanced 2026,https://www.moneycontrol.com/education/jee-advanced-2026-data-leak-risk-teen-ethical-hacker-flags-major-security-flaw-iit-roorkee-rushes-fix-amid-ongoing-exam-tech-crisis-article-13939328.html,17,3
TECHNOLOGY NEWS,https://www.moneycontrol.com/news/technology/,15,2
Meta bets on AI agents to turn WhatsApp into business operating layer,https://www.moneycontrol.com/technology/meta-bets-on-ai-agents-to-turn-whatsapp-into-business-operating-layer-article-13940418.html,69,12
"Bank of America bucks AI job fears with 2,000 summer interns",https://www.moneycontrol.com/artificial-intelligence/bank-of-america-bucks-ai-job-fears-with-2-000-summer-interns-article-13940296.html,60,11
AI music startup Suno raises over $400 million at $5.4 billion valuation,https://www.moneycontrol.com/artificial-intelligence/ai-music-startup-suno-raises-over-400-million-at-5-4-billion-valuation-article-13940379.html,72,12
âNobody uses AI better than Meta...â: Jensen Huang backs Zuckerbergâs Meta AI strategy amid valuation debate,https://www.moneycontrol.com/technology/nobody-uses-ai-better-than-meta-jensen-huang-backs-zuckerberg-s-meta-ai-strategy-amid-valuation-debate-article-13940297.html,114,16
"ChatGPT-maker OpenAI rolls out Codex for every role, tool and workflow",https://www.moneycontrol.com/technology/chatgpt-maker-openai-rolls-out-codex-for-every-role-tool-and-workflow-article-13940291.html,70,11
"ViewSonic IN05 series interactive displays launched in India with AI classroom tools, Android 16 and 4K panels in three sizes",https://www.moneycontrol.com/technology/viewsonic-in05-series-interactive-displays-launched-in-india-with-ai-classroom-tools-android-16-and-4k-panels-in-three-sizes-article-13940274.html,125,20
"Samsung Galaxy S25 Edge, the slimmest smartphone, receives Rs 40,000 discount and is now cheaper than Galaxy S26",https://www.moneycontrol.com/technology/samsung-galaxy-s25-edge-the-slimmest-smartphone-receives-rs-40-000-and-is-now-cheaper-than-galaxy-s26-article-13940244.html,112,18
"Call of Duty Modern Warfare 4

",https://www.moneycontrol.com/technology/call-of-duty-modern-warfare-4-ballistic-authority-and-kill-block-explained-article-13938622.html,31,6
"Claude Down
",https://www.moneycontrol.com/technology/anthropic-claude-global-outage-resolved-company-confirms-issue-on-opus-4-6-reveals-what-went-wrong-article-13938947.html,12,2
"iPhone 18 Pro Max price
",https://www.moneycontrol.com/technology/iphone-18-pro-max-price-launch-details-camera-and-ai-upgrades-leaked-ahead-of-official-announcement-article-13938297.html,24,5
"Upcoming smartphones in June 2026
",https://www.moneycontrol.com/technology/upcoming-smartphones-in-june-2026-motorola-edge-70-pro-xiaomi-17t-redmi-turbo-5-and-more-article-13936898.html,34,5
"Bengaluru-Vijayawada greenfield highway to transform Kadapa, cut travel time by up to 4 hours",https://www.moneycontrol.com/city/bengaluru-vijayawada-greenfield-highway-to-transform-kadapa-cut-travel-time-by-up-to-4-hours-article-13940507.html,93,14
"After Delhi fire tragedy, Ranchi steps up safety checks at restaurants and eateries",https://www.moneycontrol.com/city/after-delhi-fire-tragedy-ranchi-steps-up-safety-checks-at-restaurants-and-eateries-article-13940483.html,83,13
"Fake Amazon call centre targeting US citizens busted in Panchkula; 21 held, crypto wallet seized",https://www.moneycontrol.com/city/fake-amazon-call-centre-targeting-us-citizens-busted-in-panchkula-21-held-crypto-wallet-seized-article-13940431.html,96,15
"Liberia, Nigeria, Mozambique, Bangladesh citizens among victims of  Delhi's Malviya Nagar hotel fire",https://www.moneycontrol.com/city/liberia-nigeria-mozambique-bangladesh-citizens-among-victims-of-delhis-malviya-nagar-hotel-fire-article-13940408.html,100,13
Delhi Malviya Nagar Fire: What caused the blaze that killed 21 and what we know so far,https://www.moneycontrol.com/city/delhi-malviya-nagar-fire-what-caused-the-blaze-that-killed-21-and-what-we-know-so-far-article-13940361.html,86,17
UP Murder,https://www.moneycontrol.com/city/up-woman-s-body-found-with-throat-slit-at-saharanpur-home-traders-shut-market-in-protest-article-13939478.html,9,2
Malviya Nagar Fire,https://www.moneycontrol.com/city/delhi-restaurant-fire-chilling-video-shows-2-women-jumping-from-malviya-nagar-building-to-escape-flames-article-13939792.html,18,3
"Twisha Sharma death case
",https://www.moneycontrol.com/city/twisha-sharma-case-former-judge-giribala-singh-son-samarth-sent-to-judicial-custody-till-june-16-article-13938629.html,25,4
"Khan Sir coaching attack
",https://www.moneycontrol.com/city/khan-sir-coaching-attack-police-say-no-evidence-of-firing-what-happened-and-who-are-the-rivals-blamed-article-13939476.html,25,4
Viral video shows Tim David smoking cigar at Narendra Modi Stadium after IPL triumph - WATCH,https://www.moneycontrol.com/sports/cricket/ipl/viral-video-shows-tim-david-smoking-cigar-at-narendra-modi-stadium-after-ipl-triumph-watch-article-13940435.html,92,16
Sachin Tendulkar explains what went wrong for Punjab Kings in IPL 2026: 'They focused more on...',https://www.moneycontrol.com/sports/cricket/ipl/sachin-tendulkar-explains-what-went-wrong-for-punjab-kings-in-ipl-2026-they-focused-more-on-article-13940402.html,97,16
Four players of Indian origin follow Vikash Dhorasoo's footsteps in FIFA World Cup 2026,https://www.moneycontrol.com/sports/football/fifa-world-cup-2026/four-players-of-indian-origin-follow-vikash-dhorasoo-s-footsteps-in-fifa-world-cup-2026-article-13940383.html,87,14
IIM Indore to conduct study on Vaibhav Sooryavanshi: 'We want to understand...',https://www.moneycontrol.com/sports/cricket/ipl/iim-indore-to-conduct-study-on-vaibhav-sooryavanshi-we-want-to-understand-article-13940345.html,79,12
The return of Satwiksairaj Rankireddy and Chirag Shetty - Sport always gives you a second chance,https://www.moneycontrol.com/sports/the-return-of-satwiksairaj-rankireddy-and-chirag-shetty-sport-always-gives-you-a-second-chance-article-13940330.html,96,16
"Ek Bihari, sab pe bhari: Details of Virat Kohli's pep talk to Vaibhav Sooryavanshi after IPL final finally revealed",https://www.moneycontrol.com/sports/cricket/ipl/ek-bihari-sab-pe-bhari-details-of-virat-kohli-s-pep-talk-to-vaibhav-sooryavanshi-after-ipl-final-finally-revealed-article-13940235.html,115,19
"Shaheen Afridi
",https://www.moneycontrol.com/sports/cricket/shaheen-afridi-matches-legendary-duo-wasim-akram-and-waqar-younis-achieves-unique-feat-against-australia-article-13940060.html,15,2
